"","business_id","business_name","business_address","inspection_date","inspection_score","violation_description","risk_category","Current Supervisor Districts"
"225",2234,"Kam Lok Restaurant","834 Washington St",2019-01-07,72,"Improper food storage","Low Risk",3
"226",69520,"Inay - Metreon SF","135 04th St FC-10",2019-01-07,87,"Unclean or degraded floors walls or ceilings","Low Risk",10
"227",92477,"Stop & Save Market","784 O'Farrell St",2019-01-07,94,"Improper food storage","Low Risk",NA
"228",89070,"Lafayette Coffee Shop","611 Larkin St",2019-01-07,62,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"229",91934,"Keep It, Inc.","1170 Powell St",2019-01-07,80,"Unapproved or unmaintained equipment or utensils","Low Risk",NA
"230",89070,"Lafayette Coffee Shop","611 Larkin St",2019-01-07,62,"Improper food storage","Low Risk",NA
"231",85781,"Domino's #7764","876 Geary St",2019-01-07,81,"Moderate risk food holding temperature","Moderate Risk",NA
"232",89070,"Lafayette Coffee Shop","611 Larkin St",2019-01-07,62,"High risk vermin infestation","High Risk",NA
"233",91934,"Keep It, Inc.","1170 Powell St",2019-01-07,80,"Moderate risk food holding temperature","Moderate Risk",NA
"234",80416,"Mugizo","1581 Webster St 217",2019-01-07,81,"High risk food holding temperature","High Risk",NA
"235",87050,"Fasty Fresh Inc/Firepie","3498 Cesar Chavez St",2019-01-07,88,"Inadequate dressing rooms or improper storage of personal items","Low Risk",NA
"236",69520,"Inay - Metreon SF","135 04th St FC-10",2019-01-07,87,"Improper cooling methods","High Risk",10
"237",92477,"Stop & Save Market","784 O'Farrell St",2019-01-07,94,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"238",91934,"Keep It, Inc.","1170 Powell St",2019-01-07,80,"Unclean or degraded floors walls or ceilings","Low Risk",NA
"239",89070,"Lafayette Coffee Shop","611 Larkin St",2019-01-07,62,"Unclean or degraded floors walls or ceilings","Low Risk",NA
"240",89070,"Lafayette Coffee Shop","611 Larkin St",2019-01-07,62,"Moderate risk food holding temperature","Moderate Risk",NA
"241",65852,"Al's Super Cafe","3286 MISSION St",2019-01-07,94,"Food safety certificate or food handler card not available","Low Risk",2
"242",87050,"Fasty Fresh Inc/Firepie","3498 Cesar Chavez St",2019-01-07,88,"Unclean or degraded floors walls or ceilings","Low Risk",NA
"243",80416,"Mugizo","1581 Webster St 217",2019-01-07,81,"Food safety certificate or food handler card not available","Low Risk",NA
"244",89070,"Lafayette Coffee Shop","611 Larkin St",2019-01-07,62,"Contaminated or adulterated food","High Risk",NA
"245",85781,"Domino's #7764","876 Geary St",2019-01-07,81,"Moderate risk vermin infestation","Moderate Risk",NA
"246",80416,"Mugizo","1581 Webster St 217",2019-01-07,81,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"247",91934,"Keep It, Inc.","1170 Powell St",2019-01-07,80,"Improper food storage","Low Risk",NA
"248",91934,"Keep It, Inc.","1170 Powell St",2019-01-07,80,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"249",80416,"Mugizo","1581 Webster St 217",2019-01-07,81,"Moderate risk vermin infestation","Moderate Risk",NA
"250",67049,"Specialty's Cafe & Bakery","500 Howard St",2019-01-07,98,"Unclean or degraded floors walls or ceilings","Low Risk",10
"251",89070,"Lafayette Coffee Shop","611 Larkin St",2019-01-07,62,"Foods not protected from contamination","Moderate Risk",NA
"252",87050,"Fasty Fresh Inc/Firepie","3498 Cesar Chavez St",2019-01-07,88,"Insufficient hot water or running water","Moderate Risk",NA
"253",89070,"Lafayette Coffee Shop","611 Larkin St",2019-01-07,62,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"254",65852,"Al's Super Cafe","3286 MISSION St",2019-01-07,94,"Insufficient hot water or running water","Moderate Risk",2
"255",85781,"Domino's #7764","876 Geary St",2019-01-07,81,"Unapproved or unmaintained equipment or utensils","Low Risk",NA
"256",85781,"Domino's #7764","876 Geary St",2019-01-07,81,"No hot water or running water","High Risk",NA
"257",69520,"Inay - Metreon SF","135 04th St FC-10",2019-01-07,87,"Moderate risk food holding temperature","Moderate Risk",10
"258",80416,"Mugizo","1581 Webster St 217",2019-01-07,81,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",NA
"259",89070,"Lafayette Coffee Shop","611 Larkin St",2019-01-07,62,"Permit license or inspection report not posted","Low Risk",NA
"260",91934,"Keep It, Inc.","1170 Powell St",2019-01-07,80,"Unclean nonfood contact surfaces","Low Risk",NA
"261",85781,"Domino's #7764","876 Geary St",2019-01-07,81,"Food safety certificate or food handler card not available","Low Risk",NA
"262",91934,"Keep It, Inc.","1170 Powell St",2019-01-07,80,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"263",89070,"Lafayette Coffee Shop","611 Larkin St",2019-01-07,62,"Unclean nonfood contact surfaces","Low Risk",NA
"264",87050,"Fasty Fresh Inc/Firepie","3498 Cesar Chavez St",2019-01-07,88,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"265",98225,"CELLARMAKER HOUSE OF PIZZA","3193 MISSION ST",2019-01-07,100,NA,NA,NA
"266",7772,"LA REYNA BAKERY","3114 24th St",2019-01-08,84,"Unapproved or unmaintained equipment or utensils","Low Risk",2
"267",38258,"Hong Kong Bakery","4711 MISSION St",2019-01-08,68,"High risk vermin infestation","High Risk",1
"268",38258,"Hong Kong Bakery","4711 MISSION St",2019-01-08,68,"Inadequate food safety knowledge or lack of certified food safety manager","Moderate Risk",1
"269",10438,"Piraat Pizza","696 Sutter St",2019-01-08,90,"Moderate risk food holding temperature","Moderate Risk",3
"270",38258,"Hong Kong Bakery","4711 MISSION St",2019-01-08,68,"Unapproved or unmaintained equipment or utensils","Low Risk",1
"271",2519,"PACIFIC PLAZA CAFE","1340 FRANKLIN St",2019-01-08,82,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",6
"272",33527,"Popeyes Chicken & Biscuits","1426 Fillmore St Space T",2019-01-08,80,"High risk vermin infestation","High Risk",11
"273",10438,"Piraat Pizza","696 Sutter St",2019-01-08,90,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",3
"274",33527,"Popeyes Chicken & Biscuits","1426 Fillmore St Space T",2019-01-08,80,"Unclean or degraded floors walls or ceilings","Low Risk",11
"275",38258,"Hong Kong Bakery","4711 MISSION St",2019-01-08,68,"High risk food holding temperature","High Risk",1
"276",2519,"PACIFIC PLAZA CAFE","1340 FRANKLIN St",2019-01-08,82,"Inadequate and inaccessible handwashing facilities","Moderate Risk",6
"277",38258,"Hong Kong Bakery","4711 MISSION St",2019-01-08,68,"Unclean or degraded floors walls or ceilings","Low Risk",1
"278",7772,"LA REYNA BAKERY","3114 24th St",2019-01-08,84,"Unclean or degraded floors walls or ceilings","Low Risk",2
"279",7772,"LA REYNA BAKERY","3114 24th St",2019-01-08,84,"Inadequate food safety knowledge or lack of certified food safety manager","Moderate Risk",2
"280",2519,"PACIFIC PLAZA CAFE","1340 FRANKLIN St",2019-01-08,82,"Unclean or degraded floors walls or ceilings","Low Risk",6
"281",33527,"Popeyes Chicken & Biscuits","1426 Fillmore St Space T",2019-01-08,80,"Sewage or wastewater contamination","High Risk",11
"282",38258,"Hong Kong Bakery","4711 MISSION St",2019-01-08,68,"Improper food storage","Low Risk",1
"283",38258,"Hong Kong Bakery","4711 MISSION St",2019-01-08,68,"Improper thawing methods","Moderate Risk",1
"284",33527,"Popeyes Chicken & Biscuits","1426 Fillmore St Space T",2019-01-08,80,"Unclean nonfood contact surfaces","Low Risk",11
"285",2519,"PACIFIC PLAZA CAFE","1340 FRANKLIN St",2019-01-08,82,"Foods not protected from contamination","Moderate Risk",6
"286",7772,"LA REYNA BAKERY","3114 24th St",2019-01-08,84,"Permit license or inspection report not posted","Low Risk",2
"287",38258,"Hong Kong Bakery","4711 MISSION St",2019-01-08,68,"Improper storage of equipment utensils or linens","Low Risk",1
"288",7772,"LA REYNA BAKERY","3114 24th St",2019-01-08,84,"Moderate risk vermin infestation","Moderate Risk",2
"289",7772,"LA REYNA BAKERY","3114 24th St",2019-01-08,84,"Unclean nonfood contact surfaces","Low Risk",2
"290",10438,"Piraat Pizza","696 Sutter St",2019-01-08,90,"Inadequate procedures or records for time as a public health control","Moderate Risk",3
"291",38258,"Hong Kong Bakery","4711 MISSION St",2019-01-08,68,"Unapproved  living quarters in food facility","Low Risk",1
"292",2519,"PACIFIC PLAZA CAFE","1340 FRANKLIN St",2019-01-08,82,"Moderate risk food holding temperature","Moderate Risk",6
"293",33527,"Popeyes Chicken & Biscuits","1426 Fillmore St Space T",2019-01-08,80,"Improper food storage","Low Risk",11
"294",76374,"Wang Wah Restaurant","1612 Ocean Ave",2019-01-08,83,"High risk food holding temperature","High Risk",NA
"295",78019,"North India Restaurant","123 02nd St",2019-01-08,79,"Foods not protected from contamination","Moderate Risk",NA
"296",76513,"Archive Bar & Kitchen","602 Mission St",2019-01-08,78,"Foods not protected from contamination","Moderate Risk",NA
"297",69041,"Washington Cafe","826 Washington St",2019-01-08,80,"High risk vermin infestation","High Risk",3
"298",81317,"El Buen Comer","3435 Mission St",2019-01-08,85,"High risk food holding temperature","High Risk",NA
"299",74453,"Tacos Club","2312 Market St",2019-01-08,88,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"300",92676,"Vitalist Food","1000 Van Ness Ave 3rd Floor",2019-01-08,92,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",NA
"301",78019,"North India Restaurant","123 02nd St",2019-01-08,79,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"302",76374,"Wang Wah Restaurant","1612 Ocean Ave",2019-01-08,83,"Foods not protected from contamination","Moderate Risk",NA
"303",76513,"Archive Bar & Kitchen","602 Mission St",2019-01-08,78,"Insufficient hot water or running water","Moderate Risk",NA
"304",69041,"Washington Cafe","826 Washington St",2019-01-08,80,"Unclean or unsanitary food contact surfaces","High Risk",3
"305",93245,"TS Cafe","4754 Mission St.",2019-01-08,85,"Improper food storage","Low Risk",NA
"306",81317,"El Buen Comer","3435 Mission St",2019-01-08,85,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"307",76513,"Archive Bar & Kitchen","602 Mission St",2019-01-08,78,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",NA
"308",74453,"Tacos Club","2312 Market St",2019-01-08,88,"Foods not protected from contamination","Moderate Risk",NA
"309",78019,"North India Restaurant","123 02nd St",2019-01-08,79,"Unclean or degraded floors walls or ceilings","Low Risk",NA
"310",93245,"TS Cafe","4754 Mission St.",2019-01-08,85,"High risk food holding temperature","High Risk",NA
"311",76513,"Archive Bar & Kitchen","602 Mission St",2019-01-08,78,"Improper storage of equipment utensils or linens","Low Risk",NA
"312",76513,"Archive Bar & Kitchen","602 Mission St",2019-01-08,78,"Moderate risk food holding temperature","Moderate Risk",NA
"313",92676,"Vitalist Food","1000 Van Ness Ave 3rd Floor",2019-01-08,92,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"314",76374,"Wang Wah Restaurant","1612 Ocean Ave",2019-01-08,83,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"315",69041,"Washington Cafe","826 Washington St",2019-01-08,80,"Unapproved or unmaintained equipment or utensils","Low Risk",3
"316",76513,"Archive Bar & Kitchen","602 Mission St",2019-01-08,78,"Improper storage use or identification of toxic substances","Low Risk",NA
"317",78019,"North India Restaurant","123 02nd St",2019-01-08,79,"Unclean unmaintained or improperly constructed toilet facilities","Low Risk",NA
"318",74453,"Tacos Club","2312 Market St",2019-01-08,88,"Food safety certificate or food handler card not available","Low Risk",NA
"319",75606,"RS94109","835 Larkin St",2019-01-08,91,"Food safety certificate or food handler card not available","Low Risk",NA
"320",93245,"TS Cafe","4754 Mission St.",2019-01-08,85,"Unclean or degraded floors walls or ceilings","Low Risk",NA
"321",76513,"Archive Bar & Kitchen","602 Mission St",2019-01-08,78,"Unapproved or unmaintained equipment or utensils","Low Risk",NA
"322",75606,"RS94109","835 Larkin St",2019-01-08,91,"High risk food holding temperature","High Risk",NA
"323",81317,"El Buen Comer","3435 Mission St",2019-01-08,85,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"324",76374,"Wang Wah Restaurant","1612 Ocean Ave",2019-01-08,83,"Unclean nonfood contact surfaces","Low Risk",NA
"325",78019,"North India Restaurant","123 02nd St",2019-01-08,79,"High risk food holding temperature","High Risk",NA
"326",69041,"Washington Cafe","826 Washington St",2019-01-08,80,"Inadequate sewage or wastewater disposal","Moderate Risk",3
"327",92676,"Vitalist Food","1000 Van Ness Ave 3rd Floor",2019-01-08,92,"Improper food storage","Low Risk",NA
"328",74453,"Tacos Club","2312 Market St",2019-01-08,88,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",NA
"329",76513,"Archive Bar & Kitchen","602 Mission St",2019-01-08,78,"Food safety certificate or food handler card not available","Low Risk",NA
"330",93245,"TS Cafe","4754 Mission St.",2019-01-08,85,"Improper thawing methods","Moderate Risk",NA
"331",78019,"North India Restaurant","123 02nd St",2019-01-08,79,"Inadequate dressing rooms or improper storage of personal items","Low Risk",NA
"332",6748,"West Portal Nutrition Center","163 West Portal Ave",2019-01-08,100,NA,NA,8
"333",75465,"The Pizza Shop","3104 24th St",2019-01-08,100,NA,NA,NA
"334",80027,"Edible Arrangements","312 West Portal Ave",2019-01-08,100,NA,NA,NA
"335",36022,"Wok In Chinese American Food","50 MENDELL St 6",2019-01-09,75,"Improper cooling methods","High Risk",9
"336",3816,"Washington Bakery & Restaurant","733 Washington St",2019-01-09,87,"Food safety certificate or food handler card not available","Low Risk",3
"337",8202,"Xiao Loong","250 WEST PORTAL AVENUE",2019-01-09,84,"Foods not protected from contamination","Moderate Risk",8
"338",628,"EL BURRITO EXPRESS #2","1812 DIVISADERO St",2019-01-09,79,"Unclean or unsanitary food contact surfaces","High Risk",6
"339",61915,"La Loma Produce Nos. 3 & 9 Inc","5652 MISSION St",2019-01-09,83,"Unclean or unsanitary food contact surfaces","High Risk",1
"340",37482,"Bursa","60 West Portal Ave.",2019-01-09,85,"Improper storage of equipment utensils or linens","Low Risk",8
"341",32654,"Double Play Bar & Grill","2401 16th St",2019-01-09,77,"Inadequate and inaccessible handwashing facilities","Moderate Risk",2
"342",36022,"Wok In Chinese American Food","50 MENDELL St 6",2019-01-09,75,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",9
"343",1796,"PHILIPPINE DELICACIES","5609 MISSION St",2019-01-09,81,"Improper food storage","Low Risk",1
"344",2356,"TAQUERIA EL FAROLITO","2779 MISSION St",2019-01-09,86,"Moderate risk food holding temperature","Moderate Risk",2
"345",58610,"Events Management @ de Young Museum","50 So Tea Garden Dr",2019-01-09,85,"Improper cooling methods","High Risk",4
"346",32654,"Double Play Bar & Grill","2401 16th St",2019-01-09,77,"Unclean nonfood contact surfaces","Low Risk",2
"347",61915,"La Loma Produce Nos. 3 & 9 Inc","5652 MISSION St",2019-01-09,83,"Inadequate and inaccessible handwashing facilities","Moderate Risk",1
"348",628,"EL BURRITO EXPRESS #2","1812 DIVISADERO St",2019-01-09,79,"Unclean or degraded floors walls or ceilings","Low Risk",6
"349",615,"J & A RESTAURANT","5712 MISSION St",2019-01-09,89,"Unapproved or unmaintained equipment or utensils","Low Risk",1
"350",39888,"Henry's Hunan Restaurant","1708 CHURCH St",2019-01-09,88,"Foods not protected from contamination","Moderate Risk",5
"351",628,"EL BURRITO EXPRESS #2","1812 DIVISADERO St",2019-01-09,79,"Inadequate food safety knowledge or lack of certified food safety manager","Moderate Risk",6
"352",8202,"Xiao Loong","250 WEST PORTAL AVENUE",2019-01-09,84,"Improper food storage","Low Risk",8
"353",61915,"La Loma Produce Nos. 3 & 9 Inc","5652 MISSION St",2019-01-09,83,"Unapproved or unmaintained equipment or utensils","Low Risk",1
"354",615,"J & A RESTAURANT","5712 MISSION St",2019-01-09,89,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",1
"355",36022,"Wok In Chinese American Food","50 MENDELL St 6",2019-01-09,75,"Moderate risk food holding temperature","Moderate Risk",9
"356",1796,"PHILIPPINE DELICACIES","5609 MISSION St",2019-01-09,81,"Unapproved or unmaintained equipment or utensils","Low Risk",1
"357",3816,"Washington Bakery & Restaurant","733 Washington St",2019-01-09,87,"High risk food holding temperature","High Risk",3
"358",628,"EL BURRITO EXPRESS #2","1812 DIVISADERO St",2019-01-09,79,"Unapproved or unmaintained equipment or utensils","Low Risk",6
"359",39888,"Henry's Hunan Restaurant","1708 CHURCH St",2019-01-09,88,"Inadequate ventilation or lighting","Low Risk",5
"360",32654,"Double Play Bar & Grill","2401 16th St",2019-01-09,77,"Moderate risk vermin infestation","Moderate Risk",2
"361",58610,"Events Management @ de Young Museum","50 So Tea Garden Dr",2019-01-09,85,"Employee eating or smoking","Moderate Risk",4
"362",37482,"Bursa","60 West Portal Ave.",2019-01-09,85,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",8
