business_id	business_name	business_address	inspection_date	inspection_score	violation_description	risk_category	Current Supervisor Districts
85781	Domino's #7764	876 Geary St	2019-01-07	81	Moderate risk vermin infestation	Moderate Risk	NA
80416	Mugizo	1581 Webster St 217	2019-01-07	81	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
91934	Keep It, Inc.	1170 Powell St	2019-01-07	80	Improper food storage	Low Risk	NA
91934	Keep It, Inc.	1170 Powell St	2019-01-07	80	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
80416	Mugizo	1581 Webster St 217	2019-01-07	81	Moderate risk vermin infestation	Moderate Risk	NA
67049	Specialty's Cafe & Bakery	500 Howard St	2019-01-07	98	Unclean or degraded floors walls or ceilings	Low Risk	10
89070	Lafayette Coffee Shop	611 Larkin St	2019-01-07	62	Foods not protected from contamination	Moderate Risk	NA
87050	Fasty Fresh Inc/Firepie	3498 Cesar Chavez St	2019-01-07	88	Insufficient hot water or running water	Moderate Risk	NA
89070	Lafayette Coffee Shop	611 Larkin St	2019-01-07	62	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
65852	Al's Super Cafe	3286 MISSION St	2019-01-07	94	Insufficient hot water or running water	Moderate Risk	2
85781	Domino's #7764	876 Geary St	2019-01-07	81	Unapproved or unmaintained equipment or utensils	Low Risk	NA
85781	Domino's #7764	876 Geary St	2019-01-07	81	No hot water or running water	High Risk	NA
69520	Inay - Metreon SF	135 04th St FC-10	2019-01-07	87	Moderate risk food holding temperature	Moderate Risk	10
80416	Mugizo	1581 Webster St 217	2019-01-07	81	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	NA
89070	Lafayette Coffee Shop	611 Larkin St	2019-01-07	62	Permit license or inspection report not posted	Low Risk	NA
91934	Keep It, Inc.	1170 Powell St	2019-01-07	80	Unclean nonfood contact surfaces	Low Risk	NA
85781	Domino's #7764	876 Geary St	2019-01-07	81	Food safety certificate or food handler card not available	Low Risk	NA
91934	Keep It, Inc.	1170 Powell St	2019-01-07	80	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
89070	Lafayette Coffee Shop	611 Larkin St	2019-01-07	62	Unclean nonfood contact surfaces	Low Risk	NA
87050	Fasty Fresh Inc/Firepie	3498 Cesar Chavez St	2019-01-07	88	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
98225	CELLARMAKER HOUSE OF PIZZA	3193 MISSION ST	2019-01-07	100	NA	NA	NA
7772	LA REYNA BAKERY	3114 24th St	2019-01-08	84	Unapproved or unmaintained equipment or utensils	Low Risk	2
38258	Hong Kong Bakery	4711 MISSION St	2019-01-08	68	High risk vermin infestation	High Risk	1
38258	Hong Kong Bakery	4711 MISSION St	2019-01-08	68	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk	1
10438	Piraat Pizza	696 Sutter St	2019-01-08	90	Moderate risk food holding temperature	Moderate Risk	3
38258	Hong Kong Bakery	4711 MISSION St	2019-01-08	68	Unapproved or unmaintained equipment or utensils	Low Risk	1
2519	PACIFIC PLAZA CAFE	1340 FRANKLIN St	2019-01-08	82	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	6
33527	Popeyes Chicken & Biscuits	1426 Fillmore St Space T	2019-01-08	80	High risk vermin infestation	High Risk	11
10438	Piraat Pizza	696 Sutter St	2019-01-08	90	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	3
33527	Popeyes Chicken & Biscuits	1426 Fillmore St Space T	2019-01-08	80	Unclean or degraded floors walls or ceilings	Low Risk	11
38258	Hong Kong Bakery	4711 MISSION St	2019-01-08	68	High risk food holding temperature	High Risk	1
2519	PACIFIC PLAZA CAFE	1340 FRANKLIN St	2019-01-08	82	Inadequate and inaccessible handwashing facilities	Moderate Risk	6
38258	Hong Kong Bakery	4711 MISSION St	2019-01-08	68	Unclean or degraded floors walls or ceilings	Low Risk	1
7772	LA REYNA BAKERY	3114 24th St	2019-01-08	84	Unclean or degraded floors walls or ceilings	Low Risk	2
7772	LA REYNA BAKERY	3114 24th St	2019-01-08	84	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk	2
2519	PACIFIC PLAZA CAFE	1340 FRANKLIN St	2019-01-08	82	Unclean or degraded floors walls or ceilings	Low Risk	6
33527	Popeyes Chicken & Biscuits	1426 Fillmore St Space T	2019-01-08	80	Sewage or wastewater contamination	High Risk	11
38258	Hong Kong Bakery	4711 MISSION St	2019-01-08	68	Improper food storage	Low Risk	1
38258	Hong Kong Bakery	4711 MISSION St	2019-01-08	68	Improper thawing methods	Moderate Risk	1
33527	Popeyes Chicken & Biscuits	1426 Fillmore St Space T	2019-01-08	80	Unclean nonfood contact surfaces	Low Risk	11
2519	PACIFIC PLAZA CAFE	1340 FRANKLIN St	2019-01-08	82	Foods not protected from contamination	Moderate Risk	6
7772	LA REYNA BAKERY	3114 24th St	2019-01-08	84	Permit license or inspection report not posted	Low Risk	2
38258	Hong Kong Bakery	4711 MISSION St	2019-01-08	68	Improper storage of equipment utensils or linens	Low Risk	1
7772	LA REYNA BAKERY	3114 24th St	2019-01-08	84	Moderate risk vermin infestation	Moderate Risk	2
7772	LA REYNA BAKERY	3114 24th St	2019-01-08	84	Unclean nonfood contact surfaces	Low Risk	2
10438	Piraat Pizza	696 Sutter St	2019-01-08	90	Inadequate procedures or records for time as a public health control	Moderate Risk	3
38258	Hong Kong Bakery	4711 MISSION St	2019-01-08	68	Unapproved  living quarters in food facility	Low Risk	1
2519	PACIFIC PLAZA CAFE	1340 FRANKLIN St	2019-01-08	82	Moderate risk food holding temperature	Moderate Risk	6
33527	Popeyes Chicken & Biscuits	1426 Fillmore St Space T	2019-01-08	80	Improper food storage	Low Risk	11
76374	Wang Wah Restaurant	1612 Ocean Ave	2019-01-08	83	High risk food holding temperature	High Risk	NA
78019	North India Restaurant	123 02nd St	2019-01-08	79	Foods not protected from contamination	Moderate Risk	NA
76513	Archive Bar & Kitchen	602 Mission St	2019-01-08	78	Foods not protected from contamination	Moderate Risk	NA
69041	Washington Cafe	826 Washington St	2019-01-08	80	High risk vermin infestation	High Risk	3
81317	El Buen Comer	3435 Mission St	2019-01-08	85	High risk food holding temperature	High Risk	NA
74453	Tacos Club	2312 Market St	2019-01-08	88	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
92676	Vitalist Food	1000 Van Ness Ave 3rd Floor	2019-01-08	92	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	NA
78019	North India Restaurant	123 02nd St	2019-01-08	79	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
76374	Wang Wah Restaurant	1612 Ocean Ave	2019-01-08	83	Foods not protected from contamination	Moderate Risk	NA
76513	Archive Bar & Kitchen	602 Mission St	2019-01-08	78	Insufficient hot water or running water	Moderate Risk	NA
69041	Washington Cafe	826 Washington St	2019-01-08	80	Unclean or unsanitary food contact surfaces	High Risk	3
93245	TS Cafe	4754 Mission St.	2019-01-08	85	Improper food storage	Low Risk	NA
81317	El Buen Comer	3435 Mission St	2019-01-08	85	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
76513	Archive Bar & Kitchen	602 Mission St	2019-01-08	78	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	NA
74453	Tacos Club	2312 Market St	2019-01-08	88	Foods not protected from contamination	Moderate Risk	NA
78019	North India Restaurant	123 02nd St	2019-01-08	79	Unclean or degraded floors walls or ceilings	Low Risk	NA
93245	TS Cafe	4754 Mission St.	2019-01-08	85	High risk food holding temperature	High Risk	NA
76513	Archive Bar & Kitchen	602 Mission St	2019-01-08	78	Improper storage of equipment utensils or linens	Low Risk	NA
76513	Archive Bar & Kitchen	602 Mission St	2019-01-08	78	Moderate risk food holding temperature	Moderate Risk	NA
92676	Vitalist Food	1000 Van Ness Ave 3rd Floor	2019-01-08	92	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
76374	Wang Wah Restaurant	1612 Ocean Ave	2019-01-08	83	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
69041	Washington Cafe	826 Washington St	2019-01-08	80	Unapproved or unmaintained equipment or utensils	Low Risk	3
76513	Archive Bar & Kitchen	602 Mission St	2019-01-08	78	Improper storage use or identification of toxic substances	Low Risk	NA
78019	North India Restaurant	123 02nd St	2019-01-08	79	Unclean unmaintained or improperly constructed toilet facilities	Low Risk	NA
74453	Tacos Club	2312 Market St	2019-01-08	88	Food safety certificate or food handler card not available	Low Risk	NA
75606	RS94109	835 Larkin St	2019-01-08	91	Food safety certificate or food handler card not available	Low Risk	NA
93245	TS Cafe	4754 Mission St.	2019-01-08	85	Unclean or degraded floors walls or ceilings	Low Risk	NA
76513	Archive Bar & Kitchen	602 Mission St	2019-01-08	78	Unapproved or unmaintained equipment or utensils	Low Risk	NA
75606	RS94109	835 Larkin St	2019-01-08	91	High risk food holding temperature	High Risk	NA
81317	El Buen Comer	3435 Mission St	2019-01-08	85	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
76374	Wang Wah Restaurant	1612 Ocean Ave	2019-01-08	83	Unclean nonfood contact surfaces	Low Risk	NA
78019	North India Restaurant	123 02nd St	2019-01-08	79	High risk food holding temperature	High Risk	NA
69041	Washington Cafe	826 Washington St	2019-01-08	80	Inadequate sewage or wastewater disposal	Moderate Risk	3
92676	Vitalist Food	1000 Van Ness Ave 3rd Floor	2019-01-08	92	Improper food storage	Low Risk	NA
74453	Tacos Club	2312 Market St	2019-01-08	88	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	NA
76513	Archive Bar & Kitchen	602 Mission St	2019-01-08	78	Food safety certificate or food handler card not available	Low Risk	NA
93245	TS Cafe	4754 Mission St.	2019-01-08	85	Improper thawing methods	Moderate Risk	NA
78019	North India Restaurant	123 02nd St	2019-01-08	79	Inadequate dressing rooms or improper storage of personal items	Low Risk	NA
6748	West Portal Nutrition Center	163 West Portal Ave	2019-01-08	100	NA	NA	8
75465	The Pizza Shop	3104 24th St	2019-01-08	100	NA	NA	NA
80027	Edible Arrangements	312 West Portal Ave	2019-01-08	100	NA	NA	NA
36022	Wok In Chinese American Food	50 MENDELL St 6	2019-01-09	75	Improper cooling methods	High Risk	9
3816	Washington Bakery & Restaurant	733 Washington St	2019-01-09	87	Food safety certificate or food handler card not available	Low Risk	3
8202	Xiao Loong	250 WEST PORTAL AVENUE	2019-01-09	84	Foods not protected from contamination	Moderate Risk	8
628	EL BURRITO EXPRESS #2	1812 DIVISADERO St	2019-01-09	79	Unclean or unsanitary food contact surfaces	High Risk	6
61915	La Loma Produce Nos. 3 & 9 Inc	5652 MISSION St	2019-01-09	83	Unclean or unsanitary food contact surfaces	High Risk	1
37482	Bursa	60 West Portal Ave.	2019-01-09	85	Improper storage of equipment utensils or linens	Low Risk	8
32654	Double Play Bar & Grill	2401 16th St	2019-01-09	77	Inadequate and inaccessible handwashing facilities	Moderate Risk	2
36022	Wok In Chinese American Food	50 MENDELL St 6	2019-01-09	75	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	9
1796	PHILIPPINE DELICACIES	5609 MISSION St	2019-01-09	81	Improper food storage	Low Risk	1
2356	TAQUERIA EL FAROLITO	2779 MISSION St	2019-01-09	86	Moderate risk food holding temperature	Moderate Risk	2
58610	Events Management @ de Young Museum	50 So Tea Garden Dr	2019-01-09	85	Improper cooling methods	High Risk	4
32654	Double Play Bar & Grill	2401 16th St	2019-01-09	77	Unclean nonfood contact surfaces	Low Risk	2
61915	La Loma Produce Nos. 3 & 9 Inc	5652 MISSION St	2019-01-09	83	Inadequate and inaccessible handwashing facilities	Moderate Risk	1
628	EL BURRITO EXPRESS #2	1812 DIVISADERO St	2019-01-09	79	Unclean or degraded floors walls or ceilings	Low Risk	6
615	J & A RESTAURANT	5712 MISSION St	2019-01-09	89	Unapproved or unmaintained equipment or utensils	Low Risk	1
39888	Henry's Hunan Restaurant	1708 CHURCH St	2019-01-09	88	Foods not protected from contamination	Moderate Risk	5
628	EL BURRITO EXPRESS #2	1812 DIVISADERO St	2019-01-09	79	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk	6
8202	Xiao Loong	250 WEST PORTAL AVENUE	2019-01-09	84	Improper food storage	Low Risk	8
61915	La Loma Produce Nos. 3 & 9 Inc	5652 MISSION St	2019-01-09	83	Unapproved or unmaintained equipment or utensils	Low Risk	1
615	J & A RESTAURANT	5712 MISSION St	2019-01-09	89	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	1
36022	Wok In Chinese American Food	50 MENDELL St 6	2019-01-09	75	Moderate risk food holding temperature	Moderate Risk	9
1796	PHILIPPINE DELICACIES	5609 MISSION St	2019-01-09	81	Unapproved or unmaintained equipment or utensils	Low Risk	1
3816	Washington Bakery & Restaurant	733 Washington St	2019-01-09	87	High risk food holding temperature	High Risk	3
628	EL BURRITO EXPRESS #2	1812 DIVISADERO St	2019-01-09	79	Unapproved or unmaintained equipment or utensils	Low Risk	6
39888	Henry's Hunan Restaurant	1708 CHURCH St	2019-01-09	88	Inadequate ventilation or lighting	Low Risk	5
32654	Double Play Bar & Grill	2401 16th St	2019-01-09	77	Moderate risk vermin infestation	Moderate Risk	2
58610	Events Management @ de Young Museum	50 So Tea Garden Dr	2019-01-09	85	Employee eating or smoking	Moderate Risk	4
37482	Bursa	60 West Portal Ave.	2019-01-09	85	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	8
39888	Henry's Hunan Restaurant	1708 CHURCH St	2019-01-09	88	Unclean or degraded floors walls or ceilings	Low Risk	5
1796	PHILIPPINE DELICACIES	5609 MISSION St	2019-01-09	81	Unclean or unsanitary food contact surfaces	High Risk	1
2356	TAQUERIA EL FAROLITO	2779 MISSION St	2019-01-09	86	Unclean nonfood contact surfaces	Low Risk	2
615	J & A RESTAURANT	5712 MISSION St	2019-01-09	89	High risk vermin infestation	High Risk	1
3816	Washington Bakery & Restaurant	733 Washington St	2019-01-09	87	Unclean or degraded floors walls or ceilings	Low Risk	3
8202	Xiao Loong	250 WEST PORTAL AVENUE	2019-01-09	84	Unclean nonfood contact surfaces	Low Risk	8
628	EL BURRITO EXPRESS #2	1812 DIVISADERO St	2019-01-09	79	Foods not protected from contamination	Moderate Risk	6
5156	McDONALD'S	302 POTRERO Ave	2019-01-09	91	Unapproved or unmaintained equipment or utensils	Low Risk	9
61915	La Loma Produce Nos. 3 & 9 Inc	5652 MISSION St	2019-01-09	83	Moderate risk food holding temperature	Moderate Risk	1
2356	TAQUERIA EL FAROLITO	2779 MISSION St	2019-01-09	86	Improper storage of equipment utensils or linens	Low Risk	2
8202	Xiao Loong	250 WEST PORTAL AVENUE	2019-01-09	84	Improper thawing methods	Moderate Risk	8
32654	Double Play Bar & Grill	2401 16th St	2019-01-09	77	Noncompliance with shell fish tags or display	Moderate Risk	2
39888	Henry's Hunan Restaurant	1708 CHURCH St	2019-01-09	88	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	5
1796	PHILIPPINE DELICACIES	5609 MISSION St	2019-01-09	81	Inadequate ventilation or lighting	Low Risk	1
36022	Wok In Chinese American Food	50 MENDELL St 6	2019-01-09	75	Moderate risk vermin infestation	Moderate Risk	9
3816	Washington Bakery & Restaurant	733 Washington St	2019-01-09	87	Low risk vermin infestation	Low Risk	3
1796	PHILIPPINE DELICACIES	5609 MISSION St	2019-01-09	81	Unclean or degraded floors walls or ceilings	Low Risk	1
8202	Xiao Loong	250 WEST PORTAL AVENUE	2019-01-09	84	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	8
37482	Bursa	60 West Portal Ave.	2019-01-09	85	Improper food storage	Low Risk	8
36022	Wok In Chinese American Food	50 MENDELL St 6	2019-01-09	75	Improper food storage	Low Risk	9
36022	Wok In Chinese American Food	50 MENDELL St 6	2019-01-09	75	Insufficient hot water or running water	Moderate Risk	9
32654	Double Play Bar & Grill	2401 16th St	2019-01-09	77	Unclean or unsanitary food contact surfaces	High Risk	2
58610	Events Management @ de Young Museum	50 So Tea Garden Dr	2019-01-09	85	Moderate risk food holding temperature	Moderate Risk	4
32654	Double Play Bar & Grill	2401 16th St	2019-01-09	77	Inadequate ventilation or lighting	Low Risk	2
628	EL BURRITO EXPRESS #2	1812 DIVISADERO St	2019-01-09	79	Low risk vermin infestation	Low Risk	6
37482	Bursa	60 West Portal Ave.	2019-01-09	85	Unclean hands or improper use of gloves	High Risk	8
1796	PHILIPPINE DELICACIES	5609 MISSION St	2019-01-09	81	Employee eating or smoking	Moderate Risk	1
2356	TAQUERIA EL FAROLITO	2779 MISSION St	2019-01-09	86	Improper or defective plumbing	Low Risk	2
5156	McDONALD'S	302 POTRERO Ave	2019-01-09	91	High risk food holding temperature	High Risk	9
2356	TAQUERIA EL FAROLITO	2779 MISSION St	2019-01-09	86	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	2
86294	Baked Bear	303 Columbus Ave	2019-01-09	94	Improper storage use or identification of toxic substances	Low Risk	NA
64940	The Grove-Hayes	301 Hayes St	2019-01-09	96	Moderate risk food holding temperature	Moderate Risk	11
66679	New Woey Loy Goey Restaurant	699 Jackson St	2019-01-09	85	Unclean or degraded floors walls or ceilings	Low Risk	3
83000	Loews Regency San Francisco (Employee Cafeteria)	222 Sansome St Basement	2019-01-09	88	Insufficient hot water or running water	Moderate Risk	NA
83305	El Rincon Yucateco	491 O'Farrell St	2019-01-09	75	Improper cooling methods	High Risk	NA
86294	Baked Bear	303 Columbus Ave	2019-01-09	94	Improper storage of equipment utensils or linens	Low Risk	NA
87209	The Halal Guys	340 O'Farrell St	2019-01-09	94	Unclean or degraded floors walls or ceilings	Low Risk	NA
82998	Loews Regency San Francisco (Bar Pantry)	222  St 1st Floor	2019-01-09	96	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk	NA
83305	El Rincon Yucateco	491 O'Farrell St	2019-01-09	75	Unclean nonfood contact surfaces	Low Risk	NA
82996	Loews Regency San Francisco (Main Kitchen)	222 Sansome St 2nd Floor	2019-01-09	92	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk	NA
66679	New Woey Loy Goey Restaurant	699 Jackson St	2019-01-09	85	Moderate risk food holding temperature	Moderate Risk	3
83305	El Rincon Yucateco	491 O'Farrell St	2019-01-09	75	Inadequate ventilation or lighting	Low Risk	NA
87209	The Halal Guys	340 O'Farrell St	2019-01-09	94	Improper thawing methods	Moderate Risk	NA
83005	Loews Regency San Francisco (Pantry)	222 Sansome St 3rd Floor	2019-01-09	85	Foods not protected from contamination	Moderate Risk	NA
